production_id,time_id,site_id,material_id,employee_id,shift_id,produced_volume,unit_cost,date,day,month,year,day_name,site_name,region,latitude,longitude,material_name,material_type,unit_of_measure,quantity,employee_name,position,department,status,hire_date,shift_name,start_time,end_time
425,20240926,4,3,6,2,231,310,2024-09-26,26,9,2024,Thursday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Gold,Metal,Ton,1769,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Afternoon,14:00:00,22:00:00
426,20240927,2,4,2,3,290,376,2024-09-27,27,9,2024,Friday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Copper,Metal,Ton,3391,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Night,22:00:00,06:00:00
427,20240928,5,2,9,1,418,123,2024-09-28,28,9,2024,Saturday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Iron,Metal,Ton,4380,James Johnson,Technician,Mining,Inactive,2023-01-12,Morning,06:00:00,14:00:00
428,20240928,5,1,1,1,73,103,2024-09-28,28,9,2024,Saturday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Coal,Ore,Ton,2685,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Morning,06:00:00,14:00:00
429,20240929,5,1,6,3,433,251,2024-09-29,29,9,2024,Sunday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Coal,Ore,Ton,2685,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Night,22:00:00,06:00:00
430,20240930,1,5,6,1,480,358,2024-09-30,30,9,2024,Monday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Nickel,Metal,Ton,2515,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Morning,06:00:00,14:00:00
431,20240930,4,5,5,3,132,423,2024-09-30,30,9,2024,Monday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Nickel,Metal,Ton,2515,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Night,22:00:00,06:00:00
432,20241001,5,1,5,1,368,456,2024-10-01,1,10,2024,Tuesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Coal,Ore,Ton,2685,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Morning,06:00:00,14:00:00
433,20241001,1,3,1,2,234,267,2024-10-01,1,10,2024,Tuesday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Gold,Metal,Ton,1769,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Afternoon,14:00:00,22:00:00
434,20241002,4,3,10,3,488,275,2024-10-02,2,10,2024,Wednesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Gold,Metal,Ton,1769,Robert Blair,Technician,Processing,Active,2023-01-01,Night,22:00:00,06:00:00
435,20241003,2,5,5,2,365,409,2024-10-03,3,10,2024,Thursday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Nickel,Metal,Ton,2515,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Afternoon,14:00:00,22:00:00
436,20241003,1,4,2,2,148,390,2024-10-03,3,10,2024,Thursday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Copper,Metal,Ton,3391,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Afternoon,14:00:00,22:00:00
437,20241004,3,1,7,3,111,155,2024-10-04,4,10,2024,Friday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Coal,Ore,Ton,2685,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Night,22:00:00,06:00:00
438,20241005,1,5,3,2,335,207,2024-10-05,5,10,2024,Saturday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Nickel,Metal,Ton,2515,Karen Mack,Supervisor,Mining,Active,2023-01-20,Afternoon,14:00:00,22:00:00
439,20241005,1,5,4,3,71,395,2024-10-05,5,10,2024,Saturday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Nickel,Metal,Ton,2515,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Night,22:00:00,06:00:00
440,20241006,4,1,3,2,261,423,2024-10-06,6,10,2024,Sunday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Coal,Ore,Ton,2685,Karen Mack,Supervisor,Mining,Active,2023-01-20,Afternoon,14:00:00,22:00:00
441,20241007,2,1,3,3,175,401,2024-10-07,7,10,2024,Monday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Coal,Ore,Ton,2685,Karen Mack,Supervisor,Mining,Active,2023-01-20,Night,22:00:00,06:00:00
442,20241007,3,3,4,3,462,433,2024-10-07,7,10,2024,Monday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Gold,Metal,Ton,1769,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Night,22:00:00,06:00:00
443,20241008,5,4,5,1,474,240,2024-10-08,8,10,2024,Tuesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Morning,06:00:00,14:00:00
444,20241008,5,4,1,3,91,254,2024-10-08,8,10,2024,Tuesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Night,22:00:00,06:00:00
445,20241009,1,1,4,3,147,361,2024-10-09,9,10,2024,Wednesday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Coal,Ore,Ton,2685,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Night,22:00:00,06:00:00
446,20241010,4,2,8,2,498,372,2024-10-10,10,10,2024,Thursday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Iron,Metal,Ton,4380,David Jackson,Operator,Processing,Active,2023-01-17,Afternoon,14:00:00,22:00:00
447,20241010,4,5,10,3,80,331,2024-10-10,10,10,2024,Thursday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Nickel,Metal,Ton,2515,Robert Blair,Technician,Processing,Active,2023-01-01,Night,22:00:00,06:00:00
448,20241011,5,5,7,1,207,340,2024-10-11,11,10,2024,Friday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Nickel,Metal,Ton,2515,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Morning,06:00:00,14:00:00
449,20241012,3,1,9,2,161,454,2024-10-12,12,10,2024,Saturday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Coal,Ore,Ton,2685,James Johnson,Technician,Mining,Inactive,2023-01-12,Afternoon,14:00:00,22:00:00
450,20241012,2,2,5,2,451,436,2024-10-12,12,10,2024,Saturday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Iron,Metal,Ton,4380,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Afternoon,14:00:00,22:00:00
451,20241013,3,3,10,1,296,357,2024-10-13,13,10,2024,Sunday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Gold,Metal,Ton,1769,Robert Blair,Technician,Processing,Active,2023-01-01,Morning,06:00:00,14:00:00
452,20241014,2,1,4,2,171,348,2024-10-14,14,10,2024,Monday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Coal,Ore,Ton,2685,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Afternoon,14:00:00,22:00:00
453,20241014,5,1,8,2,322,176,2024-10-14,14,10,2024,Monday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Coal,Ore,Ton,2685,David Jackson,Operator,Processing,Active,2023-01-17,Afternoon,14:00:00,22:00:00
454,20241015,2,5,9,2,343,279,2024-10-15,15,10,2024,Tuesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Nickel,Metal,Ton,2515,James Johnson,Technician,Mining,Inactive,2023-01-12,Afternoon,14:00:00,22:00:00
455,20241015,4,1,7,2,447,165,2024-10-15,15,10,2024,Tuesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Coal,Ore,Ton,2685,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Afternoon,14:00:00,22:00:00
456,20241016,1,1,7,1,256,407,2024-10-16,16,10,2024,Wednesday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Coal,Ore,Ton,2685,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Morning,06:00:00,14:00:00
457,20241017,1,1,5,1,159,447,2024-10-17,17,10,2024,Thursday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Coal,Ore,Ton,2685,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Morning,06:00:00,14:00:00
458,20241017,5,5,4,2,489,270,2024-10-17,17,10,2024,Thursday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Nickel,Metal,Ton,2515,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Afternoon,14:00:00,22:00:00
459,20241018,4,3,10,2,327,121,2024-10-18,18,10,2024,Friday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Gold,Metal,Ton,1769,Robert Blair,Technician,Processing,Active,2023-01-01,Afternoon,14:00:00,22:00:00
460,20241019,3,3,1,1,105,466,2024-10-19,19,10,2024,Saturday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Gold,Metal,Ton,1769,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Morning,06:00:00,14:00:00
461,20241019,4,1,10,1,424,206,2024-10-19,19,10,2024,Saturday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Coal,Ore,Ton,2685,Robert Blair,Technician,Processing,Active,2023-01-01,Morning,06:00:00,14:00:00
462,20241020,1,5,10,1,452,422,2024-10-20,20,10,2024,Sunday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Nickel,Metal,Ton,2515,Robert Blair,Technician,Processing,Active,2023-01-01,Morning,06:00:00,14:00:00
463,20241021,1,3,7,2,106,326,2024-10-21,21,10,2024,Monday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Gold,Metal,Ton,1769,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Afternoon,14:00:00,22:00:00
464,20241021,4,3,1,2,477,495,2024-10-21,21,10,2024,Monday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Gold,Metal,Ton,1769,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Afternoon,14:00:00,22:00:00
465,20241022,4,3,1,3,340,315,2024-10-22,22,10,2024,Tuesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Gold,Metal,Ton,1769,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Night,22:00:00,06:00:00
466,20241022,1,5,5,1,163,168,2024-10-22,22,10,2024,Tuesday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Nickel,Metal,Ton,2515,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Morning,06:00:00,14:00:00
467,20241023,3,5,9,2,430,183,2024-10-23,23,10,2024,Wednesday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Nickel,Metal,Ton,2515,James Johnson,Technician,Mining,Inactive,2023-01-12,Afternoon,14:00:00,22:00:00
468,20241024,5,1,6,1,434,202,2024-10-24,24,10,2024,Thursday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Coal,Ore,Ton,2685,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Morning,06:00:00,14:00:00
469,20241024,5,4,3,2,357,138,2024-10-24,24,10,2024,Thursday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,Karen Mack,Supervisor,Mining,Active,2023-01-20,Afternoon,14:00:00,22:00:00
470,20241025,4,3,3,1,390,112,2024-10-25,25,10,2024,Friday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Gold,Metal,Ton,1769,Karen Mack,Supervisor,Mining,Active,2023-01-20,Morning,06:00:00,14:00:00
471,20241026,5,4,7,2,247,396,2024-10-26,26,10,2024,Saturday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Afternoon,14:00:00,22:00:00
472,20241026,1,5,6,3,470,412,2024-10-26,26,10,2024,Saturday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Nickel,Metal,Ton,2515,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Night,22:00:00,06:00:00
473,20241027,1,5,9,3,370,280,2024-10-27,27,10,2024,Sunday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Nickel,Metal,Ton,2515,James Johnson,Technician,Mining,Inactive,2023-01-12,Night,22:00:00,06:00:00
474,20241028,4,5,6,1,228,367,2024-10-28,28,10,2024,Monday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Nickel,Metal,Ton,2515,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Morning,06:00:00,14:00:00
475,20241028,4,4,5,2,434,112,2024-10-28,28,10,2024,Monday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Afternoon,14:00:00,22:00:00
476,20241029,4,5,10,2,268,219,2024-10-29,29,10,2024,Tuesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Nickel,Metal,Ton,2515,Robert Blair,Technician,Processing,Active,2023-01-01,Afternoon,14:00:00,22:00:00
477,20241029,3,1,7,1,326,452,2024-10-29,29,10,2024,Tuesday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Coal,Ore,Ton,2685,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Morning,06:00:00,14:00:00
478,20241030,5,5,1,2,486,156,2024-10-30,30,10,2024,Wednesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Nickel,Metal,Ton,2515,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Afternoon,14:00:00,22:00:00
479,20241031,4,2,7,1,65,139,2024-10-31,31,10,2024,Thursday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Iron,Metal,Ton,4380,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Morning,06:00:00,14:00:00
480,20241031,2,4,3,2,428,473,2024-10-31,31,10,2024,Thursday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Copper,Metal,Ton,3391,Karen Mack,Supervisor,Mining,Active,2023-01-20,Afternoon,14:00:00,22:00:00
481,20241101,2,2,9,1,110,435,2024-11-01,1,11,2024,Friday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Iron,Metal,Ton,4380,James Johnson,Technician,Mining,Inactive,2023-01-12,Morning,06:00:00,14:00:00
482,20241102,1,5,6,2,103,227,2024-11-02,2,11,2024,Saturday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Nickel,Metal,Ton,2515,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Afternoon,14:00:00,22:00:00
483,20241102,5,1,9,1,217,272,2024-11-02,2,11,2024,Saturday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Coal,Ore,Ton,2685,James Johnson,Technician,Mining,Inactive,2023-01-12,Morning,06:00:00,14:00:00
484,20241103,4,3,5,2,75,134,2024-11-03,3,11,2024,Sunday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Gold,Metal,Ton,1769,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Afternoon,14:00:00,22:00:00
485,20241104,2,5,7,3,385,358,2024-11-04,4,11,2024,Monday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Nickel,Metal,Ton,2515,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Night,22:00:00,06:00:00
486,20241104,5,1,4,2,114,475,2024-11-04,4,11,2024,Monday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Coal,Ore,Ton,2685,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Afternoon,14:00:00,22:00:00
487,20241105,1,4,7,1,149,104,2024-11-05,5,11,2024,Tuesday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Copper,Metal,Ton,3391,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Morning,06:00:00,14:00:00
488,20241105,3,2,1,3,123,317,2024-11-05,5,11,2024,Tuesday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Iron,Metal,Ton,4380,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Night,22:00:00,06:00:00
489,20241106,5,2,7,2,241,110,2024-11-06,6,11,2024,Wednesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Iron,Metal,Ton,4380,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Afternoon,14:00:00,22:00:00
490,20241107,5,2,8,3,220,481,2024-11-07,7,11,2024,Thursday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Iron,Metal,Ton,4380,David Jackson,Operator,Processing,Active,2023-01-17,Night,22:00:00,06:00:00
491,20241107,3,4,5,2,322,426,2024-11-07,7,11,2024,Thursday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Copper,Metal,Ton,3391,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Afternoon,14:00:00,22:00:00
492,20241108,5,1,2,3,426,216,2024-11-08,8,11,2024,Friday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Coal,Ore,Ton,2685,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Night,22:00:00,06:00:00
493,20241109,1,4,5,1,236,283,2024-11-09,9,11,2024,Saturday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Copper,Metal,Ton,3391,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Morning,06:00:00,14:00:00
494,20241109,1,2,6,2,72,493,2024-11-09,9,11,2024,Saturday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Iron,Metal,Ton,4380,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Afternoon,14:00:00,22:00:00
495,20241110,3,5,2,2,440,461,2024-11-10,10,11,2024,Sunday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Nickel,Metal,Ton,2515,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Afternoon,14:00:00,22:00:00
496,20241110,4,3,6,1,477,215,2024-11-10,10,11,2024,Sunday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Gold,Metal,Ton,1769,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Morning,06:00:00,14:00:00
497,20241111,2,4,6,3,230,261,2024-11-11,11,11,2024,Monday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Copper,Metal,Ton,3391,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Night,22:00:00,06:00:00
498,20241112,4,4,1,1,376,166,2024-11-12,12,11,2024,Tuesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Morning,06:00:00,14:00:00
499,20241112,5,1,1,1,157,299,2024-11-12,12,11,2024,Tuesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Coal,Ore,Ton,2685,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Morning,06:00:00,14:00:00
500,20241113,2,1,10,3,384,130,2024-11-13,13,11,2024,Wednesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Coal,Ore,Ton,2685,Robert Blair,Technician,Processing,Active,2023-01-01,Night,22:00:00,06:00:00
501,20241114,3,4,3,1,211,174,2024-11-14,14,11,2024,Thursday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Copper,Metal,Ton,3391,Karen Mack,Supervisor,Mining,Active,2023-01-20,Morning,06:00:00,14:00:00
502,20241114,3,2,10,2,351,336,2024-11-14,14,11,2024,Thursday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Iron,Metal,Ton,4380,Robert Blair,Technician,Processing,Active,2023-01-01,Afternoon,14:00:00,22:00:00
503,20241115,2,3,10,2,255,426,2024-11-15,15,11,2024,Friday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Gold,Metal,Ton,1769,Robert Blair,Technician,Processing,Active,2023-01-01,Afternoon,14:00:00,22:00:00
504,20241116,1,1,3,2,127,165,2024-11-16,16,11,2024,Saturday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Coal,Ore,Ton,2685,Karen Mack,Supervisor,Mining,Active,2023-01-20,Afternoon,14:00:00,22:00:00
505,20241116,2,2,4,1,65,169,2024-11-16,16,11,2024,Saturday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Iron,Metal,Ton,4380,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Morning,06:00:00,14:00:00
506,20241117,5,5,2,2,376,396,2024-11-17,17,11,2024,Sunday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Nickel,Metal,Ton,2515,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Afternoon,14:00:00,22:00:00
507,20241117,1,1,9,2,145,119,2024-11-17,17,11,2024,Sunday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Coal,Ore,Ton,2685,James Johnson,Technician,Mining,Inactive,2023-01-12,Afternoon,14:00:00,22:00:00
508,20241118,3,2,10,2,196,325,2024-11-18,18,11,2024,Monday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Iron,Metal,Ton,4380,Robert Blair,Technician,Processing,Active,2023-01-01,Afternoon,14:00:00,22:00:00
509,20241119,2,2,7,2,51,495,2024-11-19,19,11,2024,Tuesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Iron,Metal,Ton,4380,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Afternoon,14:00:00,22:00:00
510,20241119,4,3,7,2,59,298,2024-11-19,19,11,2024,Tuesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Gold,Metal,Ton,1769,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Afternoon,14:00:00,22:00:00
511,20241120,4,3,6,2,483,138,2024-11-20,20,11,2024,Wednesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Gold,Metal,Ton,1769,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Afternoon,14:00:00,22:00:00
512,20241121,5,5,3,1,174,244,2024-11-21,21,11,2024,Thursday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Nickel,Metal,Ton,2515,Karen Mack,Supervisor,Mining,Active,2023-01-20,Morning,06:00:00,14:00:00
513,20241121,4,2,6,2,130,144,2024-11-21,21,11,2024,Thursday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Iron,Metal,Ton,4380,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Afternoon,14:00:00,22:00:00
514,20241122,2,2,8,2,189,494,2024-11-22,22,11,2024,Friday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Iron,Metal,Ton,4380,David Jackson,Operator,Processing,Active,2023-01-17,Afternoon,14:00:00,22:00:00
515,20241123,2,3,8,3,375,425,2024-11-23,23,11,2024,Saturday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Gold,Metal,Ton,1769,David Jackson,Operator,Processing,Active,2023-01-17,Night,22:00:00,06:00:00
516,20241123,4,1,9,1,199,480,2024-11-23,23,11,2024,Saturday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Coal,Ore,Ton,2685,James Johnson,Technician,Mining,Inactive,2023-01-12,Morning,06:00:00,14:00:00
517,20241124,2,1,1,1,337,190,2024-11-24,24,11,2024,Sunday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Coal,Ore,Ton,2685,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Morning,06:00:00,14:00:00
518,20241124,5,4,1,1,410,337,2024-11-24,24,11,2024,Sunday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Morning,06:00:00,14:00:00
519,20241125,1,3,3,1,389,169,2024-11-25,25,11,2024,Monday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Gold,Metal,Ton,1769,Karen Mack,Supervisor,Mining,Active,2023-01-20,Morning,06:00:00,14:00:00
520,20241126,5,4,3,2,178,265,2024-11-26,26,11,2024,Tuesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,Karen Mack,Supervisor,Mining,Active,2023-01-20,Afternoon,14:00:00,22:00:00
521,20241126,5,3,10,2,487,229,2024-11-26,26,11,2024,Tuesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Gold,Metal,Ton,1769,Robert Blair,Technician,Processing,Active,2023-01-01,Afternoon,14:00:00,22:00:00
522,20241127,2,5,8,3,288,313,2024-11-27,27,11,2024,Wednesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Nickel,Metal,Ton,2515,David Jackson,Operator,Processing,Active,2023-01-17,Night,22:00:00,06:00:00
523,20241128,1,2,10,3,107,439,2024-11-28,28,11,2024,Thursday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Iron,Metal,Ton,4380,Robert Blair,Technician,Processing,Active,2023-01-01,Night,22:00:00,06:00:00
524,20241128,2,5,1,1,247,188,2024-11-28,28,11,2024,Thursday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Nickel,Metal,Ton,2515,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Morning,06:00:00,14:00:00
525,20241129,3,3,2,3,260,434,2024-11-29,29,11,2024,Friday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Gold,Metal,Ton,1769,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Night,22:00:00,06:00:00
